"proteinName"	"ac"	"geneName"	"proteinDescription"	"idScore"	"idQValue"	"nbPeptides"	"allAccessions"	"R424_B_IL38_1_AL_250425_0944_Expl"	"R424_B_IL38_2_AL_250425_0944_Expl"	"R424_B_IL38_3_AL_250425_0944_Expl"	"R424_B_CD3_1_AL_250425_0944_Expl"	"R424_B_CD3_2_AL_250425_0944_Expl"	"R424_B_CD3_3_AL_250425_0944_Expl_"	"R424_B_G_1_AL_250425_0944_Expl_"	"R424_B_G_2_AL_250425_0944_Expl_"	"R424_B_G_3_AL_250425_0944_Expl"	"medianInt_IL38"	"medianInt_antiCD3"	"medianInt_Glycine"	"cv_IL38"	"cv_antiCD3"	"cv_Glycine"	"log2ratio_antiCD3"	"log2ratio_Glycine"	"fracNAFeatures.IL38"	"fracNAFeatures.antiCD3"	"fracNAFeatures.Glycine"	"pValue_antiCD3"	"pValue_Glycine"	"qValue_antiCD3"	"qValue_Glycine"	"FTestPValue"	"FTestQValue"
"sp|O43813|LANC1_HUMAN"	"O43813"	"LANCL1"	"Glutathione S-transferase LANCL1 OS=Homo sapiens OX=9606 GN=LANCL1 PE=1 SV=1"	4.901	0	5	"sp|O43813|LANC1_HUMAN"	810073.554062445	941345.856121895	939606.030363256	1168045.44976243	945120.773637309	890874.288920085	668367.839965623	634537.253573337	661321.479039844	939606.030363256	945120.773637309	661321.479039844	0.0839377572144902	0.146693512468212	0.0272613520464976	0.00844272545182534	-0.506704212970256	0	0	0	0.349074100526199	0.00382089020128766	0.48579478989896	0.00536208961021042	0.00294617390911242	0.00410009202351478
"sp|O60449|LY75_HUMAN"	"O60449"	"LY75"	"Lymphocyte antigen 75 OS=Homo sapiens OX=9606 GN=LY75 PE=1 SV=3"	73.7272	0	53	"sp|O60449|LY75_HUMAN"	10288125.2693652	11054429.8267662	10058293.8096633	11745648.4045614	13017211.3907842	11217687.5174551	19752473.5105022	20430517.9363069	19018360.4900116	10288125.2693652	11745648.4045614	19752473.5105022	0.0498320216046332	0.0771261444867701	0.0357895988323845	0.191146243511884	0.941053212298893	0.0135135135135135	0.018018018018018	0	0.150755477538498	4.13601971140777e-05	0.274078871640551	0.000139540067818374	2.18396465513999e-05	7.63815910802888e-05
"sp|O60486|PLXC1_HUMAN"	"O60486"	"PLXNC1"	"Plexin-C1 OS=Homo sapiens OX=9606 GN=PLXNC1 PE=1 SV=1"	29.8333	0	29	"sp|O60486|PLXC1_HUMAN"	1220982.04328167	1257374.63449365	1168266.38637412	1507638.92091957	1391257.63651573	1460545.50095318	2486558.13237648	2478161.15150509	2374659.67771023	1220982.04328167	1460545.50095318	2478161.15150509	0.0368581605036541	0.0402865509428092	0.0254744381277478	0.258465320639932	1.02122802397991	0.0111111111111111	0	0	0.054246923278222	1.7306604617307e-05	0.135212480409897	9.66705875819999e-05	4.48791817673467e-06	2.49591851159984e-05
"sp|O60603|TLR2_HUMAN"	"O60603"	"TLR2"	"Toll-like receptor 2 OS=Homo sapiens OX=9606 GN=TLR2 PE=1 SV=1"	20.8548	0	21	"sp|O60603|TLR2_HUMAN"	513206.598330968	626017.18495647	584585.656963524	916333.087174591	930948.610972162	913630.756981854	1387179.77882294	1494330.35208867	1340852.79138506	584585.656963524	916333.087174591	1387179.77882294	0.0993102032921353	0.0101236836959351	0.055932096291848	0.648457680965151	1.24666843578548	0.0158730158730159	0	0	0.00116740737325472	1.77425511873494e-05	0.0144412615802621	9.7950613166524e-05	3.57121427057337e-06	2.188597369489e-05
"sp|O60610|DIAP1_HUMAN"	"O60610"	"DIAPH1"	"Protein diaphanous homolog 1 OS=Homo sapiens OX=9606 GN=DIAPH1 PE=1 SV=2"	1.9618	0	2	"sp|O60610|DIAP1_HUMAN"	50856.2846449779	51671.5012130815	61849.215128248	68826.7109623802	40829.1066908086	57862.5554625755	34900.8169544818	31409.7734144404	31788.2554486841	51671.5012130815	57862.5554625755	31788.2554486841	0.111786011697852	0.25265319486312	0.0585837678963572	0.163261241356448	-0.700874956010953	0	0	0	0.999234049443553	0.00055984756945963	0.999234049443553	0.00102179829617222	0.00514876241799662	0.00666545212252276
"sp|O60711|LPXN_HUMAN"	"O60711"	"LPXN"	"Leupaxin OS=Homo sapiens OX=9606 GN=LPXN PE=1 SV=1"	23.7569	0	13	"sp|O60711|LPXN_HUMAN"	6940623.60458473	8592876.39268989	7104043.75460394	9849942.09080477	9684765.06268197	9383304.84733188	6734976.47322076	6515625.03217865	6735495.43289926	7104043.75460394	9684765.06268197	6734976.47322076	0.120652759810721	0.024546522478593	0.0190321337163818	0.447076584281788	-0.0769675613963763	0	0	0	0.0305538857846562	0.174986160084346	0.0923898113096074	0.191938842260005	0.00242185997900411	0.00342754759740412
"sp|O60749|SNX2_HUMAN"	"O60749"	"SNX2"	"Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2"	1.9102	0	2	"sp|O60749|SNX2_HUMAN"	23103.6058479779	59860.1348054546	45143.247107156	42061.7481577269	73165.5074249315	59726.331726158	27117.0547077427	22738.5192122333	40873.2733613669	45143.247107156	59726.331726158	27117.0547077427	0.433218449972873	0.267493360558603	0.31289478405791	0.403856923181387	-0.735309703747973	0	0	0	0.224398919324502	0.304445082703704	0.353554131269385	0.325390904393719	0.09131632963803	0.0982275494335009
"sp|O60884|DNJA2_HUMAN"	"O60884"	"DNAJA2"	"DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1"	3.9701	0	4	"sp|O60884|DNJA2_HUMAN"	260158.198149956	317477.049993446	366675.857548629	146534.035004146	98710.7577622755	90644.2264231508	40929.5736398322	57604.7867305675	52173.6023319982	317477.049993446	98710.7577622755	52173.6023319982	0.169362792493956	0.26981980819842	0.169296753415972	-1.68537307796499	-2.60526035213808	0	0	0	0.00045000787190676	4.59864349642267e-06	0.00869707639215093	6.56747162000348e-05	4.98981167255503e-06	2.66612516041263e-05
"sp|O75022|LIRB3_HUMAN"	"O75022"	"LILRB3"	"Leukocyte immunoglobulin-like receptor subfamily B member 3 OS=Homo sapiens OX=9606 GN=LILRB3 PE=1 SV=3"	2.9971	0	3	"sp|O75022|LIRB3_HUMAN"	119660.547637467	119725.921674533	109107.091777855	187518.406273155	177613.405802392	177572.258966035	253689.687972351	296978.494319666	251181.399439708	119660.547637467	177613.405802392	253689.687972351	0.0526150310532953	0.0316778700936751	0.0963302130417897	0.569792905956636	1.08411730689906	0	0	0	0.000962273651979595	2.37994523577955e-05	0.013391641656716	0.000111175064160891	6.0299253251705e-06	3.00596277404022e-05
"sp|O75131|CPNE3_HUMAN"	"O75131"	"CPNE3"	"Copine-3 OS=Homo sapiens OX=9606 GN=CPNE3 PE=1 SV=1"	3.9858	0	4	"sp|O75131|CPNE3_HUMAN"	139421.106399956	175974.51434989	175710.004581617	261353.331995425	205477.760050976	181093.549940707	142765.303368707	100150.157396847	131965.877860265	175710.004581617	205477.760050976	131965.877860265	0.128454108539704	0.190516102831175	0.177291712430937	0.225785913912777	-0.41303139472166	0	0	0	0.0740618726881292	0.059182194027468	0.167139631606994	0.0693573782637695	0.00861225480312774	0.0106536781638691
"sp|O75144|ICOSL_HUMAN"	"O75144"	"ICOSLG"	"ICOS ligand OS=Homo sapiens OX=9606 GN=ICOSLG PE=1 SV=2"	1.9868	0	2	"sp|O75144|ICOSL_HUMAN"	36377.3239549779	49032.4945416458	57063.5383056358	67870.3912798119	43616.7054461233	62918.6701735693	87646.9026375559	115224.240541706	161317.486263432	49032.4945416458	62918.6701735693	115224.240541706	0.219596635355008	0.220432134126147	0.306608235748861	0.359750017793518	1.23263419260064	0	0	0	0.269913139621954	0.00213957683485284	0.405862886693355	0.00319733034382213	0.00244101602608424	0.00344735455692236
"sp|O75323|NIPS2_HUMAN"	"O75323"	"NIPSNAP2"	"Protein NipSnap homolog 2 OS=Homo sapiens OX=9606 GN=NIPSNAP2 PE=1 SV=1"	1.9777	0	2	"sp|O75323|NIPS2_HUMAN"	120452.987974978	128402.450584703	131733.517368779	120239.939860393	93171.5369052698	72004.7618729104	51001.4314545184	52178.4261587269	54939.4319434926	128402.450584703	93171.5369052698	52178.4261587269	0.0456846607006035	0.254130810451434	0.0383520331600332	-0.462711540324435	-1.29914740245414	0	0	0	0.0654020666422736	5.67481961043961e-06	0.150650277644961	6.62709581847032e-05	0.000188116079805875	0.000386650896339461
"sp|O75351|VPS4B_HUMAN"	"O75351"	"VPS4B"	"Vacuolar protein sorting-associated protein 4B OS=Homo sapiens OX=9606 GN=VPS4B PE=1 SV=2"	6.9686	0	7	"sp|O75351|VPS4B_HUMAN"	298718.757667423	388604.009852637	318696.720960899	207732.87856572	217113.197482525	198415.063596989	161125.703044057	140758.212315337	148880.078840423	318696.720960899	207732.87856572	148880.078840423	0.140744667137507	0.0450008050856892	0.0682380583576194	-0.61745460110301	-1.09803345094673	0	0	0	0.00238614695907931	8.96335655056381e-05	0.0201350281040484	0.000242409804687313	3.04976669105525e-05	9.60964221521183e-05
"sp|O75396|SC22B_HUMAN"	"O75396"	"SEC22B"	"Vesicle-trafficking protein SEC22b OS=Homo sapiens OX=9606 GN=SEC22B PE=1 SV=5"	2.9925	0	3	"sp|O75396|SC22B_HUMAN"	158402.642247467	287960.858652677	280571.518562412	99315.8842423505	111991.692450833	95977.962415912	68655.2294072148	91095.6157700249	79443.1521616158	280571.518562412	99315.8842423505	79443.1521616158	0.30027945402619	0.0824813835798937	0.140759825659132	-1.49827218419143	-1.8203737925518	0	0	0	0.0026859757519987	0.000751919382410469	0.0214312127347342	0.0012912137466586	0.00028662809752716	0.000548617676642243
"sp|O75400|PR40A_HUMAN"	"O75400"	"PRPF40A"	"Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=2"	18.8494	0	16	"sp|O75400|PR40A_HUMAN"	746944.64610629	858804.250793567	1069816.50646881	2227582.95496779	2173207.01184923	1496421.86785843	1182954.42626424	994067.447442129	1012574.37102768	858804.250793567	2173207.01184923	1012574.37102768	0.183834501662978	0.207223722731622	0.0979341376301229	1.33942436979829	0.237626637007757	0	0	0	0.00159189670994007	0.143383895525651	0.0161119242763631	0.158839870996906	0.000744340047383208	0.00121569474731536
"sp|O75438|NDUB1_HUMAN"	"O75438"	"NDUFB1"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1 OS=Homo sapiens OX=9606 GN=NDUFB1 PE=1 SV=1"	1.9944	0	2	"sp|O75438|NDUB1_HUMAN"	64398.8118249779	112303.845961279	114756.68040033	66843.4912641538	75449.5391863429	95308.9753227778	42287.5324927345	47786.8624402871	45085.3657131426	112303.845961279	75449.5391863429	45085.3657131426	0.292245464885498	0.184326386488039	0.0610345621611588	-0.573823340642793	-1.31667620586929	0	0	0	0.361863543069319	0.00364489080130902	0.495604120551186	0.00514754134307489	0.00409973760492095	0.00539099354347872
"sp|O75531|BAF_HUMAN"	"O75531"	"BANF1"	"Barrier-to-autointegration factor OS=Homo sapiens OX=9606 GN=BANF1 PE=1 SV=1"	1.9961	0	2	"sp|O75531|BAF_HUMAN"	29642.7441649779	37864.5722741819	42095.2278156063	38289.1683468607	42308.0815689315	112561.966733818	14812.9918281313	20913.2392442983	19644.9800540014	37864.5722741819	42308.0815689315	19644.9800540014	0.17331567073719	0.648733580086474	0.174401685797879	0.160084637327094	-0.946687928832818	0	0	0	0.173229583215921	0.00173692768562298	0.290602389713385	0.00266116443577098	0.00753317591817508	0.00945895021304691
"sp|O75608|LYPA1_HUMAN"	"O75608"	"LYPLA1"	"Acyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=LYPLA1 PE=1 SV=1"	1.9934	0	2	"sp|O75608|LYPA1_HUMAN"	325286.840804978	169697.062075778	166812.433273955	290883.400587346	206343.095783337	201386.8082879	108608.154300725	116203.687200456	123762.03170714	169697.062075778	206343.095783337	116203.687200456	0.411035789261732	0.216004500656473	0.0652109658017381	0.282083578673294	-0.546305741170453	0	0	0	0.680716503151063	0.0181952993172517	0.760399036964732	0.0228897550733034	0.010718834842974	0.0130899116546739
"sp|O75844|FACE1_HUMAN"	"O75844"	"ZMPSTE24"	"CAAX prenyl protease 1 homolog OS=Homo sapiens OX=9606 GN=ZMPSTE24 PE=1 SV=2"	3.9735	0	4	"sp|O75844|FACE1_HUMAN"	228612.844879956	260170.116452346	253664.742212491	72199.8524778734	48801.1906777291	72231.5475071313	28511.591949188	37247.8179903512	38144.8552608373	253664.742212491	72199.8524778734	37247.8179903512	0.0673268711495229	0.20987736848795	0.153653436495225	-1.81285521344603	-2.76769518906229	0	0	0	2.96049474959933e-05	6.27418567582807e-07	0.00164800874394363	6.56747162000348e-05	5.50241930495063e-07	1.16208714113106e-05
"sp|O75915|PRAF3_HUMAN"	"O75915"	"ARL6IP5"	"PRA1 family protein 3 OS=Homo sapiens OX=9606 GN=ARL6IP5 PE=1 SV=1"	1.9624	0	2	"sp|O75915|PRAF3_HUMAN"	64783.1463549779	73902.9511764818	77230.4286026261	42759.124615248	27588.9094514368	49302.1102094103	50675.2292783811	46064.9542839822	49507.9380352908	73902.9511764818	42759.124615248	49507.9380352908	0.0895394459139251	0.279278987780642	0.0491682130930537	-0.789399659022079	-0.577972113361703	0	0	0	0.00780034013072982	0.00168225908528153	0.0403924589715312	0.00258890960672854	0.00591652422551997	0.0075568607698802
"sp|O76036|NCTR1_HUMAN"	"O76036"	"NCR1"	"Natural cytotoxicity triggering receptor 1 OS=Homo sapiens OX=9606 GN=NCR1 PE=1 SV=1"	3.9868	0	4	"sp|O76036|NCTR1_HUMAN"	46066.9209268308	73279.2253462977	82782.9410639719	56634.5981935137	76792.1483370744	64437.4490212883	204936.832117924	191883.120737844	178120.434746361	73279.2253462977	64437.4490212883	191883.120737844	0.282836263411538	0.154106758297103	0.0699712224735761	-0.185504871297038	1.38875165094029	0.0833333333333333	0	0	0.995832476724784	0.000388028214103355	0.997388689764585	0.000755693431548225	9.856878886397e-05	0.000231713934529609
"sp|O94979|SC31A_HUMAN"	"O94979"	"SEC31A"	"Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=3"	6.9085	0	7	"sp|O94979|SC31A_HUMAN"	303820.567962423	343427.352070194	318275.451480072	311193.745273666	290738.216580233	326487.31698074	239063.879600358	178382.946358916	292641.661209948	318275.451480072	311193.745273666	239063.879600358	0.0622751389296868	0.0579583687494765	0.241516987978977	-0.0324628228065826	-0.412879718209254	0	0	0	0.647575171941206	0.0452423492880078	0.736933926502088	0.0540642027269932	0.0460992363235793	0.0508996526680181
"sp|O95297|MPZL1_HUMAN"	"O95297"	"MPZL1"	"Myelin protein zero-like protein 1 OS=Homo sapiens OX=9606 GN=MPZL1 PE=1 SV=1"	1.983	0	2	"sp|O95297|MPZL1_HUMAN"	14849.7695689779	14096.9221437583	14133.4101258603	15100.3195676695	13223.8840011163	14198.0890760567	73393.9095107389	57696.5026651771	58099.1737049213	14133.4101258603	14198.0890760567	58099.1737049213	0.0295623046720505	0.0662086466598042	0.141904101886556	0.0065871673179867	2.03940804271893	0	0	0	0.862559741968393	1.60370998700159e-06	0.903010084566182	6.56747162000348e-05	6.36520115555801e-08	1.07677447704228e-05
"sp|O95498|VNN2_HUMAN"	"O95498"	"VNN2"	"Pantetheine hydrolase VNN2 OS=Homo sapiens OX=9606 GN=VNN2 PE=1 SV=3"	5.982	0	6	"sp|O95498|VNN2_HUMAN"	209966.384374934	346669.430209283	271108.951429804	307685.169074248	338280.573548137	355168.554677103	481925.889375948	459344.047311064	545535.526951231	271108.951429804	338280.573548137	481925.889375948	0.248185655225728	0.072125749090499	0.090180419916268	0.319347581181116	0.829938557062317	0	0	0	0.180739939475808	0.00375489797897424	0.299588783051712	0.0052805723156943	0.00308950715057481	0.00428172360287131
"sp|O95971|BY55_HUMAN"	"O95971"	"CD160"	"CD160 antigen OS=Homo sapiens OX=9606 GN=CD160 PE=1 SV=1"	2.9963	0	3	"sp|O95971|BY55_HUMAN"	52665.5542174668	52342.0343120944	59200.8216676407	45374.7711528579	47375.8087188589	44241.370578027	131361.67411763	141596.78475277	111972.586526016	52665.5542174668	45374.7711528579	131361.67411763	0.0707012408188911	0.0347562087321639	0.11726232878689	-0.214969312077605	1.31861283443839	0	0	0	0.0624654469738083	4.41001269384363e-05	0.146262659568392	0.000145117659088057	1.59597484267225e-06	1.54018365043226e-05
"sp|O95977|S1PR4_HUMAN"	"O95977"	"S1PR4"	"Sphingosine 1-phosphate receptor 4 OS=Homo sapiens OX=9606 GN=S1PR4 PE=1 SV=1"	1.9963	0	2	"sp|O95977|S1PR4_HUMAN"	28466.8004889779	31520.9334593075	31364.6730734837	22174.6800239009	34796.0469636387	34078.8916610541	85869.4835051433	80629.4648222365	77268.4467187533	31364.6730734837	34078.8916610541	80629.4648222365	0.0564836172426176	0.233575915371702	0.0533450047796864	0.119737890990148	1.36216662131769	0	0	0	0.875689821826121	4.2541691783949e-06	0.908324225123989	6.56747162000348e-05	3.02924966899413e-05	9.60964221521183e-05
"sp|O95980|RECK_HUMAN"	"O95980"	"RECK"	"Reversion-inducing cysteine-rich protein with Kazal motifs OS=Homo sapiens OX=9606 GN=RECK PE=1 SV=1"	6.9896	0	6	"sp|O95980|RECK_HUMAN"	49981.3437839226	95019.5729583568	105830.648223315	148253.8242242	108245.632503133	111894.073767859	293273.792807642	265880.2758749	249412.232978991	95019.5729583568	111894.073767859	265880.2758749	0.354275087790817	0.180140561081609	0.0822062633719742	0.235837001011816	1.48448012789109	0	0	0	0.0917940571170573	0.000723509473524214	0.196533429981392	0.00125042519422139	0.000479003170835032	0.000841616941194878
"sp|P00387|NB5R3_HUMAN"	"P00387"	"CYB5R3"	"NADH-cytochrome b5 reductase 3 OS=Homo sapiens OX=9606 GN=CYB5R3 PE=1 SV=3"	10.9515	0	8	"sp|P00387|NB5R3_HUMAN"	988283.495658378	1457378.2792397	1193293.80066858	1128426.59659166	899061.989266961	777612.734749602	555080.176655942	504165.729930354	624880.491636092	1193293.80066858	899061.989266961	555080.176655942	0.193874188775874	0.19052981584905	0.107954674545323	-0.408456796066044	-1.10418121570137	0	0	0	0.116062311914477	0.00051327945270405	0.232124623828953	0.000944547312414065	0.000888231952860359	0.00140601645618654
"sp|P00395|COX1_HUMAN"	"P00395"	"MT-CO1"	"Cytochrome c oxidase subunit 1 OS=Homo sapiens OX=9606 GN=MT-CO1 PE=1 SV=1"	4.9851	0	3	"sp|P00395|COX1_HUMAN"	1492499.14640244	1428848.92565286	1190288.56538771	669756.105546493	945162.626608456	1049139.94109609	711441.415450073	691130.213955681	687039.304398222	1428848.92565286	945162.626608456	691130.213955681	0.11624432859659	0.220761879586214	0.018762373513396	-0.596218897324949	-1.04782393061249	0	0	0	0.0174339102251224	0.000115859625044516	0.0643417239247613	0.000293159960339912	0.00122146483618003	0.00185440570583695
"sp|P00403|COX2_HUMAN"	"P00403"	"MT-CO2"	"Cytochrome c oxidase subunit 2 OS=Homo sapiens OX=9606 GN=MT-CO2 PE=1 SV=1"	5.991	0	5	"sp|P00403|COX2_HUMAN"	5581566.98435493	7013276.77591674	6972083.5142982	6343439.04289009	4981039.6439057	4573690.5547764	3179129.30954897	2688806.49648531	3253370.39269047	6972083.5142982	4981039.6439057	3179129.30954897	0.124950667369326	0.174893587141973	0.100897948054444	-0.485142957311908	-1.13295815213003	0	0	0	0.127996155371399	0.000161514119625856	0.24640182071497	0.000370760934398872	0.000264099258158843	0.000509925408624824
"sp|P00414|COX3_HUMAN"	"P00414"	"MT-CO3"	"Cytochrome c oxidase subunit 3 OS=Homo sapiens OX=9606 GN=MT-CO3 PE=1 SV=2"	4.9841	0	2	"sp|P00414|COX3_HUMAN"	945814.153202445	841149.537606806	867201.072441754	409119.559057278	543492.017886756	720192.962416305	375642.614656953	440344.741317494	481986.925246721	867201.072441754	543492.017886756	440344.741317494	0.061587265977935	0.279798274749383	0.123855842541387	-0.674107693875939	-0.977733103784008	0	0	0	0.0163163717850476	0.000121550573561361	0.0615781714825525	0.000301843059996241	0.00199524223054321	0.00286013263949112
"sp|P00488|F13A_HUMAN"	"P00488"	"F13A1"	"Coagulation factor XIII A chain OS=Homo sapiens OX=9606 GN=F13A1 PE=1 SV=5"	2.9951	0	3	"sp|P00488|F13A_HUMAN"	162395.636907467	339568.084787141	244399.969954268	163694.685654373	143524.846859202	265665.695932183	46369.3815563883	94966.1008171743	40053.4059272921	244399.969954268	163694.685654373	46369.3815563883	0.35639873325342	0.342879338416641	0.496949012561509	-0.578236622297972	-2.3979997175388	0	0	0	0.316353429641801	0.00176273793638972	0.451547202992998	0.00269452847027078	0.00146680819750166	0.00218224471254144
"sp|P00734|THRB_HUMAN"	"P00734"	"F2"	"Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2"	2.972	0	3	"sp|P00734|THRB_HUMAN"	6551.74437986682	17264.4120263673	7461.52798987229	63799.7724311686	63462.0422009217	234552.247880451	8477.0752498061	23405.9139006931	15044.1928080437	7461.52798987229	63799.7724311686	15044.1928080437	0.569713592630206	0.818223806298937	0.478339521092364	3.09600827356684	1.01166369689764	0.333333333333333	0	0.111111111111111	0.00125061315652626	0.262237916920229	0.0148340422363005	0.282996653477727	0.00104703297383852	0.0016190232095466
"sp|P00738|HPT_HUMAN"	"P00738"	"HP"	"Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1"	5.9028	0	6	"sp|P00738|HPT_HUMAN"	104331.427053934	118556.878896897	134406.067875655	120960.093123909	119818.591009315	239829.075514372	142351.559278869	188468.726330649	223551.956489358	118556.878896897	120960.093123909	188468.726330649	0.126321251348688	0.430460741475919	0.220384155032484	0.028951782189587	0.668745775726169	0	0	0	0.270980310576701	0.0169276298120113	0.405862886693355	0.0214566541070656	0.153990553061384	0.162967209393053
"sp|P00813|ADA_HUMAN"	"P00813"	"ADA"	"Adenosine deaminase OS=Homo sapiens OX=9606 GN=ADA PE=1 SV=3"	8.9508	0	9	"sp|P00813|ADA_HUMAN"	439289.2422624	464858.412555254	411228.78561688	865341.879182744	675349.661499899	724131.012615201	467240.912559436	421815.111980664	490286.334480875	439289.2422624	724131.012615201	467240.912559436	0.0611789636824002	0.130701843195682	0.0757749787317878	0.721079569194245	0.0889954352858524	0	0	0	0.00114565841117296	0.540372392175973	0.0144396192200667	0.557050552428318	0.000287842899403287	0.000549368733718273
"sp|P00918|CAH2_HUMAN"	"P00918"	"CA2"	"Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2"	8.9791	0	9	"sp|P00918|CAH2_HUMAN"	1007405.9566684	1213438.75083681	1561309.55578146	1137100.83635883	1273039.97338755	1101951.85341582	986653.513845819	900075.043953279	971917.048349989	1213438.75083681	1137100.83635883	971917.048349989	0.222065618709851	0.0771819685617326	0.0486123473000478	-0.0937410934058214	-0.320196196934919	0	0	0	0.656474293853642	0.064413324037308	0.74579052430992	0.0750926709544882	0.091758914338239	0.0985449433728997
"sp|P00973|OAS1_HUMAN"	"P00973"	"OAS1"	"2'-5'-oligoadenylate synthase 1 OS=Homo sapiens OX=9606 GN=OAS1 PE=1 SV=4"	1.9973	0	2	"sp|P00973|OAS1_HUMAN"	86965.6032249779	88095.1171780519	95907.3072351403	84007.9244104049	73931.6078625863	80507.4436257472	53957.7110118154	45204.7182704899	52541.7049958697	88095.1171780519	80507.4436257472	52541.7049958697	0.0539099917384809	0.064363724425727	0.0929129765956577	-0.12993987821104	-0.745599040364343	0	0	0	0.162245782382195	0.000199883856304759	0.284187280189156	0.000440668039642174	9.66149761648169e-05	0.00023119720900186
